,age,sum_ins,duration,age_of_contract,interest_rate
40188,86.0,633621.0,36.0,30.0,0.03605789184570313
25924,71.0,733695.0,12.0,8.0,0.0038198852539062505
63349,57.0,167566.0,9.0,3.0,0.013122406005859377
42952,65.0,678803.0,33.0,10.0,-0.004588470458984375
83944,70.0,879903.0,26.0,15.0,0.03212837219238281
66906,43.0,930237.0,5.0,0.0,-0.008952865600585938
94627,56.0,169372.0,24.0,13.0,0.03519538879394531
47492,66.0,952089.0,10.0,4.0,0.03330825805664062
57864,66.0,903279.0,30.0,12.0,0.011724700927734375
35351,36.0,427407.0,6.0,4.0,0.023844757080078126
53012,88.0,643956.0,29.0,22.0,0.010464324951171876
27167,35.0,462238.0,10.0,8.0,0.007811584472656249
3230,28.0,926587.0,36.0,1.0,0.027536621093749998
62614,36.0,884621.0,18.0,2.0,8.529663085937549e-05
34563,62.0,418383.0,34.0,21.0,0.01811965942382813
57859,56.0,341342.0,32.0,15.0,0.021099700927734374
25425,87.0,265902.0,37.0,25.0,0.03201812744140625
37503,27.0,221192.0,29.0,2.0,0.03914627075195313
15042,55.0,871893.0,21.0,18.0,0.0011114501953125005
23859,52.0,54382.0,34.0,8.0,0.030702819824218748
84223,35.0,212846.0,12.0,10.0,-0.0051641082763671875
25107,48.0,478579.0,12.0,3.0,-0.00597015380859375
86355,59.0,377111.0,27.0,13.0,0.014837112426757814
97846,40.0,788625.0,19.0,7.0,0.010232009887695315
20291,62.0,436446.0,30.0,20.0,0.0066732788085937505
16416,76.0,634734.0,30.0,28.0,0.004195251464843751
92307,62.0,252906.0,23.0,17.0,0.0007532501220703126
27013,71.0,472970.0,38.0,19.0,0.01674713134765625
94667,42.0,348880.0,8.0,3.0,0.03792976379394531
1226,61.0,763420.0,20.0,17.0,-0.0073388671875000006
34714,49.0,718863.0,19.0,7.0,0.015189971923828127
20519,36.0,40480.0,4.0,1.0,0.03742889404296875
68542,35.0,537320.0,22.0,9.0,0.0013620758056640623
55253,77.0,500179.0,26.0,21.0,0.018160858154296876
8111,30.0,120143.0,11.0,1.0,0.033463134765625
15100,85.0,575315.0,38.0,28.0,0.0128302001953125
89819,46.0,416866.0,21.0,8.0,0.010283889770507813
87239,37.0,385403.0,11.0,3.0,0.013640823364257813
70427,40.0,439152.0,19.0,3.0,0.0026499176025390637
9149,55.0,385441.0,21.0,8.0,-0.0009088134765624992
75545,75.0,48247.0,20.0,12.0,0.012522354125976564
88535,33.0,333453.0,3.0,1.0,-0.0014592742919921874
69959,37.0,305497.0,7.0,3.0,0.001624526977539063
11911,39.0,193007.0,13.0,5.0,0.035358276367187504
57771,47.0,164761.0,9.0,6.0,0.039410247802734374
77276,66.0,559210.0,36.0,8.0,-0.0028707122802734374
20031,49.0,438397.0,31.0,23.0,0.008919372558593751
8336,60.0,911282.0,14.0,10.0,0.020136108398437498
55177,99.0,320672.0,39.0,34.0,0.020895233154296873
79114,44.0,797619.0,2.0,1.0,0.03773597717285156
14692,70.0,820187.0,13.0,6.0,0.0359259033203125
71441,66.0,376227.0,24.0,6.0,0.011170425415039065
46257,77.0,126012.0,18.0,17.0,0.020283355712890624
56498,39.0,822367.0,3.0,0.0,-0.0065827941894531245
52114,69.0,694199.0,30.0,29.0,0.021914520263671876
66803,48.0,440493.0,14.0,5.0,-0.002995834350585937
7441,63.0,62583.0,22.0,3.0,0.0010900878906250008
42225,72.0,244667.0,20.0,13.0,-0.008543548583984375
76658,38.0,805545.0,3.0,0.0,-0.0009420013427734377
78422,36.0,740547.0,18.0,1.0,0.006803359985351564
83358,50.0,857465.0,27.0,24.0,0.03237251281738281
28413,69.0,177855.0,29.0,23.0,0.014720764160156252
68296,62.0,550978.0,19.0,8.0,-0.008891830444335938
33751,50.0,444236.0,24.0,18.0,0.010771026611328125
75441,67.0,198487.0,34.0,7.0,0.03801063537597656
23084,86.0,976799.0,38.0,25.0,-0.00296417236328125
63177,90.0,48544.0,36.0,24.0,0.007360687255859375
82266,48.0,906732.0,17.0,5.0,0.034789505004882815
12650,52.0,944330.0,36.0,7.0,-0.0083001708984375
76160,58.0,755791.0,18.0,11.0,0.02557167053222656
54080,48.0,572861.0,21.0,0.0,0.018820037841796873
90788,86.0,924353.0,23.0,21.0,0.03958381652832031
79763,45.0,318606.0,39.0,0.0,-0.004109725952148437
94347,77.0,253272.0,39.0,38.0,-0.005527267456054688
94747,44.0,180103.0,28.0,7.0,0.029970779418945312
29738,55.0,930641.0,11.0,10.0,-0.0078073120117187495
44002,59.0,787337.0,24.0,22.0,-0.0005235290527343742
30136,56.0,987225.0,10.0,3.0,-0.0034127807617187495
18872,81.0,940336.0,30.0,29.0,0.009090270996093752
27094,56.0,902227.0,34.0,21.0,0.01323150634765625
2795,41.0,340747.0,4.0,1.0,0.00011962890625000049
916,76.0,948293.0,32.0,10.0,0.011826171875000001
49101,59.0,147718.0,33.0,10.0,0.0029615783691406255
92925,54.0,199249.0,28.0,7.0,-0.009940109252929688
60020,87.0,864988.0,35.0,22.0,0.016302337646484373
39515,56.0,76074.0,28.0,19.0,0.030857696533203124
58308,69.0,608652.0,13.0,6.0,0.017291107177734376
66815,46.0,376105.0,27.0,21.0,0.023469009399414063
19965,55.0,339863.0,21.0,9.0,0.010921325683593752
89634,68.0,584667.0,32.0,30.0,0.03586982727050781
75253,80.0,45320.0,37.0,26.0,-0.006276473999023438
36577,65.0,71806.0,25.0,7.0,0.033146514892578124
6929,61.0,187946.0,2.0,1.0,0.002725830078125
83890,58.0,934536.0,25.0,19.0,0.03876899719238281
48469,67.0,97964.0,31.0,11.0,-0.008415374755859375
4470,33.0,992073.0,4.0,0.0,-0.005709228515625
70744,55.0,664024.0,4.0,1.0,0.026453628540039062
52632,71.0,506399.0,34.0,18.0,0.017056121826171874
18795,40.0,358887.0,21.0,0.0,-0.00829254150390625
24425,67.0,141209.0,4.0,1.0,0.03905242919921875
31439,48.0,6030.0,29.0,18.0,0.00490020751953125
99605,61.0,427491.0,12.0,5.0,-0.009849319458007813
65705,70.0,496590.0,6.0,3.0,0.012165298461914062
53690,45.0,804074.0,28.0,3.0,0.02043136596679688
31887,39.0,279682.0,12.0,10.0,-0.00928436279296875
35068,67.0,726912.0,12.0,11.0,0.03317092895507812
26002,46.0,815644.0,12.0,6.0,0.01182769775390625
22037,86.0,399984.0,36.0,31.0,0.02890838623046875
66766,29.0,861946.0,2.0,1.0,-0.006902084350585938
65444,76.0,945351.0,22.0,12.0,0.011279144287109378
46353,77.0,307471.0,21.0,17.0,0.01764663696289063
94142,34.0,793869.0,9.0,8.0,0.03988899230957031
69354,49.0,908531.0,38.0,4.0,0.036298599243164066
9635,48.0,167398.0,11.0,5.0,0.0055120849609375
56187,39.0,308721.0,8.0,3.0,0.029867401123046873
10348,90.0,524218.0,31.0,29.0,-0.0090509033203125
5600,54.0,565254.0,27.0,6.0,0.019364013671875
84651,42.0,159189.0,5.0,2.0,0.02027534484863281
46802,40.0,759167.0,11.0,0.0,0.014277496337890628
91260,61.0,842892.0,8.0,4.0,-0.004288253784179687
29724,63.0,946251.0,17.0,6.0,0.03203643798828125
5181,48.0,329162.0,34.0,1.0,0.013992919921875001
1893,77.0,366356.0,26.0,24.0,-0.0071923828125
78105,76.0,329825.0,22.0,13.0,0.021402969360351562
60546,56.0,821574.0,38.0,20.0,0.009197845458984376
42094,30.0,638804.0,6.0,1.0,0.02915176391601563
93158,33.0,895818.0,6.0,1.0,0.01769660949707031
1014,43.0,565864.0,35.0,10.0,-0.0010644531249999999
49019,38.0,50160.0,24.0,2.0,-0.008171234130859375
3580,62.0,940245.0,16.0,5.0,0.007126464843750001
70287,33.0,417689.0,36.0,3.0,0.018567886352539066
4278,35.0,693544.0,4.0,1.0,0.015286865234375
11175,36.0,417880.0,26.0,0.0,-0.0058770751953125
54355,46.0,333354.0,15.0,0.0,-0.005325469970703125
86647,40.0,171262.0,11.0,9.0,0.017327346801757813
20693,68.0,458031.0,34.0,12.0,0.03996795654296875
31330,44.0,657721.0,19.0,7.0,0.016423645019531252
87467,51.0,371745.0,34.0,10.0,0.030340042114257816
60769,92.0,355244.0,37.0,33.0,0.02804550170898438
53481,70.0,173846.0,10.0,4.0,0.024435272216796873
51195,42.0,327135.0,33.0,6.0,0.03342575073242188
54724,68.0,530423.0,16.0,5.0,0.014498748779296878
17816,55.0,518152.0,5.0,2.0,-0.00481353759765625
10805,54.0,283249.0,7.0,0.0,0.0055487060546875
93502,32.0,868989.0,25.0,6.0,0.011324539184570314
33049,80.0,261801.0,30.0,16.0,-0.0072465515136718745
46818,39.0,993308.0,3.0,1.0,0.015058746337890625
46133,55.0,83086.0,5.0,0.0,-0.007646331787109375
34995,46.0,47904.0,35.0,1.0,0.03903030395507812
54587,44.0,347012.0,13.0,8.0,0.030709686279296877
27781,60.0,403215.0,21.0,8.0,0.02785552978515625
97677,55.0,309612.0,33.0,6.0,0.029909744262695312
6403,59.0,218189.0,35.0,18.0,0.029923095703125
77312,58.0,796277.0,23.0,12.0,0.011338272094726565
47602,42.0,538441.0,18.0,4.0,0.0008863830566406255
12694,48.0,807748.0,36.0,13.0,0.028613891601562504
37959,37.0,482162.0,35.0,3.0,0.006260528564453126
819,48.0,390258.0,6.0,3.0,-0.0012597656249999992
1084,67.0,923416.0,36.0,10.0,0.018247070312500002
74198,35.0,684817.0,11.0,0.0,0.026658096313476563
61280,50.0,853768.0,37.0,2.0,0.010223236083984377
89089,73.0,70533.0,22.0,17.0,0.0016413116455078133
78490,49.0,744449.0,10.0,7.0,0.010123672485351563
1185,64.0,193678.0,12.0,5.0,0.021176757812500002
49685,57.0,170553.0,5.0,2.0,-0.00014358520507812451
98868,68.0,714801.0,28.0,2.0,0.007313766479492187
6389,58.0,28926.0,19.0,4.0,0.009708251953125002
3048,68.0,783663.0,24.0,13.0,0.016232910156250002
37172,94.0,557769.0,37.0,29.0,-0.0036759948730468745
97978,42.0,675457.0,13.0,0.0,0.008864822387695313
62405,66.0,140737.0,18.0,14.0,0.009094085693359377
31383,52.0,216756.0,25.0,20.0,0.03575958251953125
4428,62.0,820370.0,34.0,2.0,0.026322021484375
52511,41.0,221528.0,21.0,14.0,-0.006576690673828125
20540,76.0,571199.0,36.0,19.0,0.032741394042968754
9266,40.0,844455.0,5.0,1.0,-0.008843383789062501
47745,62.0,424297.0,7.0,5.0,0.005134429931640625
48996,69.0,643316.0,23.0,5.0,0.0058912658691406255
19458,60.0,587662.0,27.0,24.0,0.03758148193359375
64947,52.0,288782.0,23.0,7.0,0.0028318786621093755
56272,53.0,936998.0,4.0,2.0,0.039828338623046876
41509,55.0,209058.0,9.0,2.0,0.019605865478515623
6071,51.0,121362.0,22.0,20.0,-0.004317626953125
24424,64.0,890459.0,14.0,8.0,0.026552429199218748
81497,73.0,241779.0,13.0,9.0,0.010550918579101563
27794,52.0,996372.0,20.0,12.0,0.03566802978515625
59739,43.0,464022.0,14.0,5.0,-0.006402740478515625
15796,83.0,978720.0,39.0,17.0,0.014710083007812501
9462,34.0,543974.0,4.0,0.0,0.022211303710937498
59841,60.0,171346.0,19.0,3.0,0.020745697021484377
15605,57.0,137764.0,18.0,3.0,0.0331671142578125
6136,65.0,972073.0,20.0,14.0,0.023416748046874998
49171,63.0,169578.0,22.0,19.0,-0.005465850830078125
70978,45.0,744023.0,35.0,9.0,0.013270034790039064
4399,33.0,235018.0,25.0,4.0,0.015775146484375002
88611,71.0,336380.0,39.0,28.0,0.031890335083007815
38919,35.0,178510.0,36.0,2.0,0.023289337158203124
93460,75.0,541192.0,27.0,9.0,0.016793289184570313
4214,42.0,510133.0,27.0,8.0,0.027591552734375004
92256,56.0,686067.0,13.0,8.0,0.03571418762207031
18573,68.0,75967.0,30.0,19.0,0.03535980224609375
70846,30.0,995724.0,12.0,4.0,0.011805191040039064
14069,66.0,200446.0,27.0,12.0,0.0110601806640625
98510,29.0,912845.0,21.0,1.0,0.005800094604492189
89299,67.0,480279.0,23.0,21.0,-0.006366500854492188
11218,46.0,628606.0,21.0,5.0,-0.0070489501953125006
10240,52.0,578851.0,34.0,6.0,0.0382147216796875
52328,56.0,941510.0,21.0,0.0,0.034145965576171874
64928,59.0,819501.0,19.0,10.0,0.010644378662109375
7465,76.0,390380.0,25.0,10.0,0.0065588378906250005
69986,49.0,602075.0,27.0,12.0,0.008655776977539062
33006,51.0,821787.0,31.0,22.0,-0.008711395263671875
91253,63.0,280955.0,10.0,9.0,0.03008674621582031
79710,31.0,946883.0,14.0,4.0,0.017960586547851563
18616,63.0,559858.0,16.0,11.0,0.025203552246093747
92943,29.0,290954.0,2.0,0.0,0.018282546997070312
29173,56.0,43346.0,7.0,2.0,0.02654327392578125
92291,49.0,221688.0,12.0,7.0,0.014815750122070313
88124,76.0,741248.0,27.0,19.0,0.010943069458007814
52735,35.0,263478.0,36.0,10.0,0.019155731201171873
88371,68.0,71996.0,34.0,24.0,0.024126663208007812
47603,62.0,163816.0,23.0,19.0,0.019636383056640623
82763,40.0,439426.0,2.0,1.0,0.03532661437988281
18946,38.0,713025.0,7.0,2.0,0.017049255371093752
96170,52.0,980572.0,27.0,7.0,0.024086990356445313
72041,70.0,103794.0,36.0,4.0,-0.0045156097412109375
32144,53.0,722598.0,16.0,2.0,0.006828918457031251
9160,63.0,596168.0,13.0,9.0,0.003388061523437501
33787,47.0,334970.0,26.0,12.0,0.002177276611328126
22657,66.0,357302.0,13.0,9.0,-0.0001809692382812502
62990,31.0,871939.0,18.0,3.0,0.013805999755859376
95639,44.0,279125.0,38.0,12.0,0.03839363098144531
2849,67.0,420745.0,11.0,8.0,-0.00544677734375
68639,28.0,47088.0,4.0,1.0,0.019941177368164066
95240,54.0,585459.0,31.0,1.0,0.02071784973144531
51079,34.0,412986.0,11.0,1.0,0.037722625732421876
91608,64.0,848746.0,20.0,11.0,0.03604377746582031
95302,33.0,515217.0,22.0,1.0,-0.004672775268554688
99843,60.0,416759.0,26.0,19.0,0.025941696166992184
17447,47.0,71333.0,30.0,12.0,0.028291931152343748
84738,36.0,711371.0,15.0,0.0,0.02701362609863281
66031,41.0,61478.0,21.0,13.0,0.017145767211914062
78362,53.0,920055.0,38.0,11.0,-0.006868515014648437
2687,27.0,270505.0,3.0,1.0,0.02785400390625
92232,65.0,732895.0,21.0,10.0,0.030245437622070312
67543,33.0,232694.0,30.0,1.0,0.03201393127441406
86103,46.0,187847.0,39.0,14.0,0.03270820617675781
40997,59.0,457833.0,18.0,6.0,0.012428131103515627
25282,63.0,568333.0,31.0,27.0,0.02703765869140625
64833,61.0,401950.0,4.0,3.0,0.03310531616210938
65554,45.0,781461.0,11.0,5.0,0.03579811096191406
80505,63.0,101782.0,2.0,1.0,0.0028116607666015623
2237,51.0,287090.0,7.0,4.0,0.010422363281250001
51728,50.0,856146.0,18.0,0.0,0.027871551513671877
21593,69.0,439983.0,10.0,5.0,0.009621276855468751
13812,68.0,800431.0,5.0,3.0,-0.0047113037109375
97137,71.0,314003.0,14.0,11.0,0.013576736450195312
31289,65.0,400167.0,4.0,2.0,0.035564270019531254
33641,83.0,346677.0,33.0,17.0,-0.003486785888671875
76490,62.0,534333.0,19.0,18.0,0.03392127990722656
98302,30.0,833502.0,10.0,5.0,0.009353103637695313
83213,58.0,463328.0,11.0,9.0,0.010302200317382814
97964,63.0,956426.0,38.0,1.0,-0.008322677612304687
27677,55.0,102735.0,31.0,7.0,0.01164459228515625
91234,41.0,874111.0,31.0,4.0,0.034774246215820315
49425,71.0,456400.0,13.0,10.0,0.03428024291992188
39398,52.0,836055.0,33.0,20.0,0.02651199340820312
42645,72.0,235887.0,18.0,16.0,0.015040435791015628
28485,59.0,421751.0,30.0,6.0,0.024388732910156252
94652,76.0,512778.0,25.0,19.0,0.027382888793945313
33087,42.0,300824.0,21.0,16.0,-0.003730926513671875
89987,48.0,356380.0,34.0,6.0,0.008037796020507812
71765,56.0,414031.0,38.0,0.0,0.0035898590087890623
16822,38.0,816193.0,17.0,4.0,0.015425720214843753
22060,73.0,790218.0,30.0,12.0,0.03593963623046875
52756,68.0,856634.0,6.0,2.0,0.026968231201171873
86990,39.0,614178.0,38.0,10.0,0.012932815551757815
57862,46.0,591092.0,22.0,16.0,0.03359970092773438
25227,39.0,29810.0,2.0,0.0,0.026647033691406252
67514,51.0,849264.0,18.0,9.0,-0.005876693725585937
8886,38.0,801041.0,37.0,4.0,0.035907592773437504
91470,30.0,829234.0,4.0,1.0,0.037801589965820316
76763,45.0,185073.0,36.0,8.0,0.03323768615722656
77761,61.0,279217.0,33.0,4.0,0.02627967834472656
70189,61.0,452810.0,15.0,10.0,0.02306007385253906
5424,52.0,857930.0,32.0,2.0,0.021121826171875004
60214,49.0,519630.0,38.0,16.0,0.022259368896484374
38600,63.0,929955.0,32.0,9.0,0.002696075439453126
89105,69.0,413939.0,14.0,8.0,0.012578811645507814
14188,62.0,943842.0,3.0,1.0,0.0058843994140625
86104,70.0,687347.0,20.0,17.0,0.007708206176757814
23776,51.0,848509.0,9.0,4.0,0.011269226074218751
59904,59.0,904011.0,19.0,13.0,0.023724212646484374
60110,41.0,642554.0,39.0,12.0,0.008294525146484375
39927,56.0,117048.0,35.0,25.0,-0.002247772216796875
33656,54.0,877396.0,13.0,2.0,-0.0019242858886718752
13689,70.0,414099.0,18.0,8.0,0.007984008789062502
37305,73.0,171437.0,24.0,10.0,0.010191192626953125
14241,59.0,198495.0,2.0,1.0,-0.0036859130859375
84413,56.0,185530.0,39.0,9.0,-0.0030156707763671874
65710,30.0,621465.0,11.0,0.0,-0.006584701538085937
43555,49.0,145401.0,17.0,6.0,-0.009214935302734375
48802,49.0,781849.0,37.0,11.0,0.03489517211914062
73177,79.0,75990.0,29.0,15.0,-0.007713851928710937
43671,36.0,484905.0,5.0,3.0,0.03980850219726562
52273,68.0,496643.0,11.0,8.0,0.004849090576171876
80328,57.0,559332.0,9.0,2.0,0.02639564514160156
89554,50.0,646129.0,31.0,10.0,0.010137405395507814
76939,44.0,432384.0,17.0,5.0,-0.007069931030273438
30229,56.0,135539.0,8.0,1.0,0.03423370361328125
34433,71.0,377408.0,34.0,14.0,-0.0073686218261718745
63909,62.0,70739.0,12.0,9.0,0.0066160583496093755
35889,65.0,100098.0,25.0,5.0,-0.0004960632324218749
13248,56.0,691653.0,20.0,10.0,0.0147955322265625
45637,67.0,434785.0,25.0,14.0,0.027485504150390624
56227,44.0,336037.0,5.0,1.0,0.006625213623046874
93053,78.0,95837.0,34.0,31.0,0.021798171997070313
65106,54.0,631213.0,28.0,13.0,-0.002881011962890625
58264,54.0,710113.0,3.0,1.0,0.016119232177734373
95496,58.0,915207.0,16.0,3.0,0.004213943481445314
2726,46.0,629521.0,18.0,13.0,0.03176025390625
96445,52.0,426195.0,35.0,5.0,0.013723220825195314
48875,46.0,368201.0,9.0,6.0,0.034504547119140624
81039,31.0,371532.0,11.0,1.0,0.02075599670410156
52977,85.0,48849.0,34.0,26.0,0.035366668701171874
1596,69.0,672690.0,29.0,12.0,0.013022460937500003
92516,73.0,688018.0,12.0,9.0,0.03366340637207031
16993,84.0,266938.0,33.0,26.0,0.032955017089843754
25022,33.0,768328.0,39.0,7.0,0.0008169555664062512
64609,59.0,364878.0,8.0,1.0,0.026952972412109373
91348,68.0,589240.0,8.0,2.0,0.005282058715820314
97149,58.0,376440.0,26.0,11.0,-0.008298263549804688
56659,48.0,480912.0,17.0,2.0,0.018514862060546873
89752,53.0,924171.0,33.0,0.0,-0.0002629852294921877
60093,57.0,494265.0,12.0,10.0,-0.005377349853515625
67589,52.0,62210.0,6.0,0.0,0.018500747680664065
45724,82.0,704046.0,33.0,24.0,0.010102691650390625
16269,81.0,89961.0,38.0,32.0,0.025891723632812502
68210,48.0,960725.0,18.0,9.0,0.033490982055664066
8110,30.0,588424.0,8.0,0.0,0.022525634765624997
76415,26.0,495309.0,5.0,1.0,-0.008656845092773438
77584,75.0,798229.0,37.0,25.0,0.03702186584472656
23862,57.0,803632.0,24.0,23.0,0.01820281982421875
5090,54.0,940367.0,35.0,17.0,-0.0006799316406249992
45037,52.0,101988.0,10.0,2.0,0.007996978759765625
78151,43.0,41052.0,35.0,9.0,-0.003987655639648437
53170,56.0,585421.0,23.0,17.0,0.017300262451171874
23756,67.0,676806.0,16.0,7.0,0.02298797607421875
48386,39.0,901846.0,12.0,3.0,-0.005680999755859375
82289,66.0,485279.0,8.0,6.0,0.0027582550048828123
51653,55.0,62995.0,5.0,3.0,0.007217254638671877
4374,43.0,875003.0,35.0,9.0,0.019681396484375002
63382,41.0,866085.0,24.0,7.0,-0.009338531494140625
50709,59.0,293965.0,31.0,4.0,0.024148406982421877
74065,73.0,103367.0,33.0,11.0,0.023728408813476563
99033,69.0,195789.0,7.0,5.0,0.020790328979492186
85188,77.0,979169.0,26.0,14.0,0.012047805786132815
6994,75.0,788907.0,38.0,34.0,0.038272705078125004
16907,39.0,87430.0,3.0,0.0,0.03568939208984375
71999,35.0,306716.0,37.0,9.0,0.03845314025878906
22787,45.0,320230.0,11.0,4.0,0.024526062011718752
3994,50.0,699275.0,28.0,7.0,-0.00669189453125
26,44.0,906343.0,31.0,2.0,0.019687500000000004
33833,77.0,380335.0,23.0,11.0,0.026566925048828127
1899,40.0,303919.0,10.0,0.0,0.0084326171875
75731,56.0,309704.0,38.0,10.0,0.015452041625976564
94849,57.0,441560.0,23.0,0.0,0.0032129669189453133
95239,38.0,85959.0,12.0,6.0,-0.004282150268554687
66149,53.0,241962.0,3.0,0.0,0.022272720336914062
45972,67.0,608439.0,7.0,1.0,-0.0030809020996093745
69251,43.0,229523.0,26.0,2.0,0.008564224243164062
96386,62.0,878867.0,34.0,26.0,0.012941970825195314
26141,47.0,40053.0,3.0,0.0,0.03218902587890625
29800,72.0,782352.0,38.0,16.0,0.03945831298828125
90486,48.0,845331.0,31.0,15.0,-0.009195480346679687
82162,62.0,838441.0,31.0,24.0,0.009496536254882814
24213,68.0,389008.0,29.0,13.0,0.03446258544921875
33149,80.0,4246.0,37.0,33.0,0.011112823486328126
98953,71.0,187984.0,22.0,6.0,0.034462203979492186
15486,42.0,648971.0,19.0,17.0,0.026331176757812498
83001,70.0,336502.0,20.0,7.0,0.024071731567382813
97103,30.0,329612.0,4.0,0.0,-0.007517013549804687
47862,37.0,837946.0,9.0,3.0,0.035212554931640626
81262,60.0,869080.0,33.0,31.0,0.028666152954101562
82337,66.0,216017.0,13.0,7.0,0.004125442504882813
33009,72.0,103756.0,18.0,13.0,0.027226104736328124
22537,96.0,369009.0,33.0,32.0,0.03165496826171875
4626,40.0,501353.0,29.0,1.0,0.003909912109375
31155,46.0,486994.0,3.0,2.0,-0.00403533935546875
21078,36.0,876557.0,31.0,1.0,0.036403503417968754
89278,41.0,784662.0,18.0,14.0,0.0026178741455078133
95087,30.0,252297.0,3.0,2.0,0.03592781066894531
77838,31.0,702499.0,33.0,4.0,0.008219375610351564
23623,57.0,95357.0,29.0,23.0,0.02748016357421875
77705,77.0,443115.0,37.0,13.0,-0.0037984466552734375
19285,56.0,219378.0,3.0,0.0,0.0028890991210937505
62692,70.0,970473.0,24.0,7.0,0.0012571716308593748
75273,65.0,46296.0,2.0,1.0,0.036643447875976565
39220,78.0,871176.0,19.0,13.0,0.012644805908203128
55724,71.0,772124.0,24.0,10.0,0.021322479248046873
14786,45.0,878722.0,20.0,9.0,-0.0084100341796875
23604,100.0,946068.0,37.0,35.0,0.01615203857421875
61460,71.0,590482.0,29.0,6.0,-0.005310211181640625
67016,77.0,512687.0,31.0,22.0,0.03889869689941406
66268,64.0,768778.0,24.0,5.0,0.039655532836914066
39428,66.0,864347.0,32.0,4.0,0.027342071533203123
76652,86.0,774327.0,35.0,25.0,0.03187049865722656
74446,38.0,722864.0,13.0,9.0,0.006296768188476564
84956,59.0,551375.0,3.0,1.0,-0.009119186401367187
28674,43.0,603332.0,16.0,7.0,0.02507843017578125
24558,38.0,589979.0,38.0,9.0,0.03612274169921875
73629,50.0,334520.0,10.0,2.0,0.0011240386962890637
68438,51.0,681707.0,37.0,15.0,0.008588638305664064
70312,73.0,526955.0,20.0,16.0,0.014661636352539064
88636,91.0,991974.0,38.0,33.0,0.017827835083007816
9871,41.0,287395.0,16.0,12.0,0.009467163085937503
71833,83.0,417933.0,30.0,19.0,0.012769546508789064
94369,68.0,456194.0,14.0,9.0,-0.0063085174560546875
69083,48.0,294887.0,26.0,11.0,0.015351333618164065
34122,45.0,737399.0,12.0,0.0,0.011234893798828126
91072,61.0,817039.0,19.0,15.0,0.004525222778320313
98257,65.0,131080.0,33.0,4.0,-0.002365646362304687
33220,72.0,975930.0,18.0,10.0,0.0007612609863281248
47160,77.0,833068.0,35.0,25.0,0.03750747680664063
36648,63.0,807397.0,27.0,7.0,0.01976760864257813
60503,46.0,37203.0,21.0,13.0,0.02658065795898437
61788,59.0,869500.0,9.0,0.0,0.010998382568359376
72994,48.0,797924.0,24.0,11.0,0.022559585571289065
5627,36.0,346723.0,2.0,0.0,-0.0009484863281249995
26109,72.0,261511.0,34.0,25.0,-0.00418792724609375
36812,65.0,850323.0,8.0,5.0,0.017619171142578126
49489,61.0,73970.0,11.0,0.0,0.03154586791992187
14603,55.0,141179.0,18.0,16.0,0.013660278320312502
90202,44.0,827770.0,2.0,1.0,-0.005777511596679687
81986,45.0,748687.0,13.0,9.0,0.03547309875488281
3946,51.0,742201.0,13.0,6.0,0.02397216796875
32078,34.0,515774.0,9.0,5.0,0.03671173095703125
80361,66.0,44223.0,37.0,0.0,0.005301895141601563
90455,42.0,423878.0,36.0,9.0,0.015023269653320315
55312,58.0,887243.0,13.0,8.0,0.017904510498046873
73404,62.0,683780.0,13.0,4.0,-0.005028305053710937
30079,41.0,66272.0,26.0,15.0,0.03018096923828125
31828,82.0,580162.0,34.0,16.0,-0.0032296752929687495
93228,63.0,601678.0,6.0,2.0,-0.0004918670654296877
16497,67.0,486445.0,14.0,8.0,0.013179626464843752
36898,58.0,661182.0,38.0,21.0,0.02083572387695313
53528,54.0,612860.0,6.0,1.0,0.019845428466796877
15358,43.0,674825.0,23.0,18.0,0.009021606445312502
75005,46.0,144830.0,2.0,0.0,0.006907119750976564
71542,43.0,633781.0,15.0,10.0,0.01781105041503906
90862,43.0,604361.0,19.0,14.0,0.02044319152832031
48956,62.0,916480.0,17.0,5.0,0.027375640869140627
29973,66.0,117003.0,33.0,11.0,0.03115753173828125
40341,75.0,436553.0,28.0,19.0,0.011155548095703125
68179,49.0,70990.0,5.0,4.0,0.029584732055664066
62647,40.0,338293.0,11.0,9.0,0.025866546630859376
87105,63.0,155165.0,17.0,6.0,0.008367385864257814
25912,54.0,819547.0,21.0,1.0,0.03936676025390625
4078,31.0,535377.0,7.0,2.0,0.0015112304687500012
16307,49.0,230445.0,7.0,5.0,-0.0045770263671875
9379,50.0,333247.0,36.0,7.0,0.020258178710937498
74205,56.0,497504.0,37.0,8.0,0.02353309631347656
81096,63.0,566649.0,12.0,8.0,0.03755287170410156
13105,75.0,500439.0,30.0,15.0,0.015772094726562498
57407,33.0,69153.0,11.0,7.0,0.023687591552734373
50648,54.0,718345.0,10.0,1.0,0.03669723510742188
28477,65.0,382728.0,26.0,18.0,0.035716857910156254
5275,39.0,20877.0,13.0,2.0,0.013797607421875002
57476,67.0,759868.0,34.0,5.0,0.017632904052734377
8553,67.0,39108.0,5.0,1.0,-0.0032037353515624997
4934,34.0,507207.0,5.0,3.0,-0.007515869140625
40503,34.0,193632.0,8.0,3.0,-0.0007096862792968749
236,70.0,777566.0,14.0,10.0,-0.0090234375
2462,49.0,948537.0,25.0,22.0,0.01677001953125
37230,46.0,503137.0,33.0,17.0,-0.007191619873046875
77647,31.0,166049.0,2.0,1.0,0.0038187408447265623
1370,50.0,570254.0,32.0,7.0,0.0351416015625
