,age,sum_ins,duration,age_of_contract,interest_rate
35538,55.0,109172.0,15.0,4.0,0.0125
35539,67.0,22071.0,18.0,17.0,0.0325
35540,45.0,67076.0,15.0,4.0,0.0125
35541,61.0,168299.0,18.0,6.0,0.0175
35542,57.0,54691.0,15.0,4.0,0.0125
35543,58.0,40303.0,10.0,3.0,0.009
35544,68.0,215163.0,24.0,19.0,0.0325
35545,45.0,34298.0,14.0,4.0,0.0125
35546,62.0,78907.0,22.0,14.0,0.0275
35547,47.0,369230.0,14.0,2.0,0.009
35548,57.0,103253.0,19.0,7.0,0.0175
35549,53.0,136317.0,17.0,16.0,0.0275
35550,59.0,199123.0,17.0,0.0,0.009
35551,45.0,175199.0,15.0,1.0,0.009
35552,60.0,104415.0,11.0,4.0,0.0125
35553,52.0,31578.0,11.0,7.0,0.0175
35554,57.0,76836.0,18.0,12.0,0.0225
35555,52.0,215290.0,10.0,3.0,0.009
35556,46.0,280246.0,10.0,7.0,0.0175
35557,60.0,43991.0,15.0,6.0,0.0175
35558,64.0,213769.0,14.0,6.0,0.0175
35559,48.0,184603.0,11.0,2.0,0.009
35560,60.0,259306.0,17.0,3.0,0.009
35561,44.0,36561.0,18.0,5.0,0.0125
35562,55.0,83920.0,18.0,2.0,0.009
35563,42.0,276899.0,20.0,6.0,0.0175
35564,70.0,13247.0,20.0,6.0,0.0175
35565,48.0,220269.0,13.0,3.0,0.009
35566,48.0,261852.0,11.0,7.0,0.0175
35567,54.0,217636.0,13.0,6.0,0.0175
35568,63.0,59611.0,22.0,0.0,0.009
35569,55.0,170209.0,12.0,5.0,0.0125
35570,48.0,352707.0,16.0,9.0,0.0225
35571,68.0,71354.0,14.0,7.0,0.0175
35572,44.0,154315.0,17.0,10.0,0.0225
35573,78.0,110206.0,14.0,10.0,0.0225
35574,54.0,32023.0,17.0,15.0,0.0275
35575,61.0,111080.0,16.0,15.0,0.0275
35576,57.0,22131.0,10.0,6.0,0.0175
35577,60.0,118796.0,13.0,7.0,0.0175
35578,55.0,55163.0,14.0,8.0,0.0175
35579,57.0,322852.0,17.0,6.0,0.0175
35580,55.0,277171.0,10.0,7.0,0.0175
35581,48.0,30457.0,12.0,7.0,0.0175
35582,59.0,150873.0,16.0,8.0,0.0175
35583,60.0,144356.0,13.0,12.0,0.0225
35584,62.0,83241.0,17.0,16.0,0.0275
35585,59.0,239963.0,17.0,7.0,0.0175
35586,47.0,490388.0,16.0,0.0,0.009
35587,74.0,125253.0,14.0,8.0,0.0175
35588,45.0,207632.0,12.0,0.0,0.009
35589,63.0,218231.0,13.0,12.0,0.0225
35590,63.0,172844.0,13.0,12.0,0.0225
35591,58.0,93520.0,20.0,9.0,0.0225
35592,61.0,40335.0,19.0,8.0,0.0175
35593,61.0,153788.0,15.0,12.0,0.0225
35594,51.0,191666.0,15.0,1.0,0.009
35595,50.0,71837.0,10.0,4.0,0.0125
35596,47.0,253809.0,12.0,2.0,0.009
35597,72.0,195569.0,15.0,14.0,0.0275
35598,54.0,109205.0,15.0,8.0,0.0175
35599,47.0,374615.0,17.0,9.0,0.0225
35600,63.0,273605.0,14.0,3.0,0.009
35601,65.0,129445.0,11.0,3.0,0.009
35602,55.0,63632.0,16.0,10.0,0.0225
35603,56.0,89212.0,16.0,13.0,0.0225
35604,71.0,550329.0,16.0,13.0,0.0225
35605,58.0,391294.0,14.0,4.0,0.0125
35606,68.0,103895.0,14.0,9.0,0.0225
35607,49.0,284855.0,16.0,5.0,0.0125
35608,53.0,21460.0,15.0,8.0,0.0175
35609,47.0,73316.0,14.0,7.0,0.0175
35610,63.0,38520.0,22.0,8.0,0.0175
35611,58.0,162364.0,16.0,3.0,0.009
35612,61.0,52848.0,13.0,10.0,0.0225
35613,46.0,184806.0,8.0,3.0,0.009
35614,70.0,136808.0,12.0,9.0,0.0225
35615,49.0,124256.0,15.0,7.0,0.0175
35616,48.0,140783.0,10.0,3.0,0.009
35617,45.0,61819.0,15.0,6.0,0.0175
35618,62.0,286309.0,17.0,15.0,0.0275
35619,61.0,165580.0,15.0,10.0,0.0225
35620,55.0,240615.0,15.0,4.0,0.0125
35621,55.0,75104.0,13.0,8.0,0.0175
35622,56.0,94498.0,17.0,2.0,0.009
35623,52.0,317592.0,19.0,5.0,0.0125
35624,51.0,180456.0,17.0,2.0,0.009
35625,45.0,290982.0,17.0,7.0,0.0175
35626,49.0,45272.0,11.0,3.0,0.009
35627,57.0,431880.0,14.0,9.0,0.0225
35628,57.0,46759.0,12.0,4.0,0.0125
35629,52.0,78238.0,15.0,13.0,0.0225
35630,52.0,127706.0,12.0,10.0,0.0225
35631,53.0,279478.0,11.0,2.0,0.009
35632,53.0,414782.0,13.0,6.0,0.0175
35633,58.0,63207.0,19.0,3.0,0.009
35634,48.0,208738.0,14.0,5.0,0.0125
35635,79.0,132265.0,14.0,13.0,0.0225
35636,71.0,120123.0,12.0,3.0,0.009
35637,60.0,79301.0,18.0,17.0,0.0325
35638,56.0,151419.0,18.0,13.0,0.0225
35639,57.0,72551.0,21.0,11.0,0.0225
35640,70.0,251883.0,14.0,11.0,0.0225
35641,62.0,52792.0,14.0,2.0,0.009
35642,55.0,220026.0,17.0,7.0,0.0175
35643,57.0,108990.0,16.0,13.0,0.0225
35644,50.0,192571.0,16.0,9.0,0.0225
35645,60.0,161676.0,13.0,10.0,0.0225
35646,55.0,57381.0,12.0,9.0,0.0225
35647,63.0,275336.0,18.0,15.0,0.0275
35648,66.0,131701.0,16.0,8.0,0.0175
35649,50.0,135741.0,13.0,7.0,0.0175
35650,55.0,34439.0,11.0,4.0,0.0125
35651,51.0,410748.0,22.0,18.0,0.0325
35652,68.0,63203.0,9.0,1.0,0.009
35653,51.0,242966.0,13.0,12.0,0.0225
35654,42.0,163764.0,16.0,0.0,0.009
35655,42.0,98322.0,11.0,5.0,0.0125
35656,54.0,117173.0,17.0,10.0,0.0225
35657,47.0,58238.0,20.0,3.0,0.009
35658,42.0,348768.0,14.0,3.0,0.009
35659,90.0,108675.0,20.0,7.0,0.0175
35660,69.0,73612.0,17.0,16.0,0.0275
35661,58.0,61030.0,23.0,10.0,0.0225
35662,59.0,87003.0,13.0,5.0,0.0125
35663,50.0,110129.0,14.0,6.0,0.0175
35664,59.0,39080.0,8.0,0.0,0.009
35665,51.0,308213.0,8.0,5.0,0.0125
35666,57.0,260709.0,14.0,11.0,0.0225
35667,52.0,237849.0,13.0,2.0,0.009
35668,48.0,105602.0,11.0,8.0,0.0175
35669,63.0,358541.0,11.0,10.0,0.0225
35670,50.0,184424.0,12.0,11.0,0.0225
35671,67.0,57170.0,18.0,14.0,0.0275
35672,87.0,197131.0,12.0,3.0,0.009
35673,51.0,110454.0,19.0,2.0,0.009
35674,55.0,42915.0,18.0,2.0,0.009
35675,42.0,74844.0,13.0,2.0,0.009
35676,69.0,60083.0,12.0,4.0,0.0125
35677,52.0,212981.0,11.0,0.0,0.009
35678,56.0,122390.0,11.0,6.0,0.0175
35679,61.0,17740.0,15.0,14.0,0.0275
35680,72.0,83197.0,20.0,15.0,0.0275
35681,56.0,247048.0,12.0,6.0,0.0175
35682,48.0,68952.0,16.0,3.0,0.009
35683,52.0,212570.0,11.0,0.0,0.009
35684,53.0,80298.0,18.0,11.0,0.0225
35685,70.0,320213.0,10.0,9.0,0.0225
35686,55.0,220324.0,13.0,3.0,0.009
35687,44.0,373629.0,11.0,5.0,0.0125
35688,56.0,69137.0,16.0,10.0,0.0225
35689,63.0,195600.0,19.0,16.0,0.0275
35690,56.0,64418.0,14.0,11.0,0.0225
35691,47.0,40613.0,11.0,2.0,0.009
35692,49.0,110398.0,19.0,10.0,0.0225
35693,63.0,67326.0,12.0,4.0,0.0125
35694,64.0,27819.0,11.0,9.0,0.0225
35695,46.0,174962.0,19.0,3.0,0.009
35696,64.0,78585.0,13.0,0.0,0.009
35697,62.0,94203.0,10.0,1.0,0.009
35698,54.0,145248.0,12.0,5.0,0.0125
35699,57.0,46838.0,13.0,2.0,0.009
35700,51.0,109930.0,14.0,1.0,0.009
35701,59.0,71219.0,16.0,7.0,0.0175
35702,76.0,94509.0,17.0,15.0,0.0275
35703,58.0,495048.0,12.0,2.0,0.009
35704,53.0,86017.0,17.0,5.0,0.0125
35705,57.0,62853.0,13.0,0.0,0.009
35706,68.0,224487.0,16.0,15.0,0.0275
35707,58.0,214276.0,14.0,0.0,0.009
35708,55.0,80239.0,16.0,1.0,0.009
35709,43.0,13465.0,15.0,0.0,0.009
35710,52.0,233458.0,19.0,15.0,0.0275
35711,70.0,134445.0,17.0,10.0,0.0225
35712,59.0,124350.0,13.0,9.0,0.0225
35713,47.0,243370.0,9.0,8.0,0.0175
35714,41.0,129343.0,11.0,3.0,0.009
35715,46.0,151478.0,15.0,9.0,0.0225
35716,37.0,103817.0,15.0,1.0,0.009
35717,63.0,84154.0,14.0,8.0,0.0175
35718,42.0,107189.0,15.0,1.0,0.009
35719,52.0,198440.0,12.0,2.0,0.009
35720,61.0,153149.0,15.0,9.0,0.0225
35721,64.0,38633.0,16.0,8.0,0.0175
35722,37.0,42217.0,13.0,0.0,0.009
35723,50.0,83145.0,14.0,9.0,0.0225
35724,58.0,160288.0,14.0,10.0,0.0225
35725,59.0,43585.0,11.0,9.0,0.0225
35726,56.0,102807.0,14.0,2.0,0.009
35727,55.0,188824.0,16.0,8.0,0.0175
35728,71.0,132452.0,11.0,3.0,0.009
35729,48.0,260470.0,13.0,4.0,0.0125
35730,58.0,93946.0,14.0,4.0,0.0125
35731,67.0,182178.0,16.0,5.0,0.0125
35732,55.0,355328.0,15.0,10.0,0.0225
35733,67.0,74646.0,14.0,8.0,0.0175
35734,53.0,80779.0,16.0,13.0,0.0225
35735,67.0,35439.0,16.0,9.0,0.0225
35736,56.0,212178.0,18.0,10.0,0.0225
35737,55.0,139356.0,13.0,2.0,0.009
35738,47.0,202360.0,14.0,8.0,0.0175
35739,49.0,118169.0,14.0,5.0,0.0125
35740,73.0,143763.0,15.0,12.0,0.0225
35741,61.0,160853.0,13.0,8.0,0.0175
35742,51.0,313816.0,23.0,5.0,0.0125
35743,39.0,135816.0,19.0,1.0,0.009
35744,63.0,144081.0,13.0,4.0,0.0125
35745,61.0,175323.0,17.0,9.0,0.0225
35746,46.0,262519.0,11.0,4.0,0.0125
35747,48.0,169951.0,15.0,8.0,0.0175
35748,48.0,92413.0,10.0,3.0,0.009
35749,60.0,84991.0,13.0,11.0,0.0225
35750,58.0,210982.0,15.0,2.0,0.009
35751,50.0,107043.0,11.0,2.0,0.009
35752,51.0,303076.0,13.0,6.0,0.0175
35753,55.0,298685.0,15.0,10.0,0.0225
35754,57.0,167160.0,15.0,3.0,0.009
35755,70.0,171848.0,15.0,12.0,0.0225
35756,53.0,93024.0,14.0,13.0,0.0225
35757,65.0,205192.0,20.0,15.0,0.0275
35758,63.0,59002.0,13.0,8.0,0.0175
35759,57.0,246975.0,19.0,1.0,0.009
35760,64.0,50375.0,17.0,16.0,0.0275
35761,48.0,204501.0,12.0,7.0,0.0175
35762,48.0,227879.0,15.0,1.0,0.009
35763,63.0,94358.0,17.0,10.0,0.0225
35764,62.0,99837.0,13.0,11.0,0.0225
35765,38.0,201375.0,13.0,3.0,0.009
35766,59.0,133781.0,20.0,17.0,0.0325
35767,50.0,89327.0,9.0,4.0,0.0125
35768,56.0,391624.0,19.0,3.0,0.009
35769,47.0,209419.0,16.0,6.0,0.0175
35770,39.0,141157.0,13.0,1.0,0.009
35771,60.0,58759.0,19.0,11.0,0.0225
35772,57.0,109606.0,18.0,13.0,0.0225
35773,43.0,73355.0,14.0,0.0,0.009
35774,46.0,67567.0,12.0,0.0,0.009
35775,65.0,61224.0,15.0,6.0,0.0175
35776,55.0,57444.0,13.0,7.0,0.0175
35777,55.0,322690.0,17.0,0.0,0.009
35778,61.0,234774.0,12.0,7.0,0.0175
35779,56.0,63172.0,18.0,3.0,0.009
35780,63.0,57299.0,11.0,5.0,0.0125
35781,69.0,225080.0,15.0,13.0,0.0225
35782,50.0,42916.0,13.0,9.0,0.0225
35783,53.0,37820.0,13.0,6.0,0.0175
35784,55.0,66253.0,15.0,12.0,0.0225
35785,54.0,60236.0,13.0,4.0,0.0125
35786,49.0,219204.0,14.0,4.0,0.0125
35787,53.0,158446.0,16.0,14.0,0.0275
35788,58.0,120180.0,11.0,0.0,0.009
35789,71.0,91866.0,15.0,3.0,0.009
35790,76.0,244611.0,11.0,10.0,0.0225
35791,65.0,254309.0,12.0,8.0,0.0175
35792,44.0,364236.0,14.0,3.0,0.009
35793,52.0,99164.0,20.0,13.0,0.0225
35794,51.0,121319.0,18.0,1.0,0.009
35795,49.0,20295.0,13.0,6.0,0.0175
35796,59.0,69926.0,11.0,8.0,0.0175
35797,48.0,163470.0,11.0,2.0,0.009
35798,65.0,276949.0,17.0,12.0,0.0225
35799,54.0,222902.0,10.0,1.0,0.009
35800,59.0,80494.0,15.0,0.0,0.009
35801,64.0,68967.0,14.0,12.0,0.0225
35802,40.0,54819.0,13.0,5.0,0.0125
35803,62.0,43814.0,15.0,1.0,0.009
35804,51.0,307461.0,19.0,11.0,0.0225
35805,71.0,274647.0,9.0,0.0,0.009
35806,50.0,112444.0,20.0,4.0,0.0125
35807,59.0,16755.0,15.0,11.0,0.0225
35808,40.0,69608.0,12.0,1.0,0.009
35809,48.0,47585.0,15.0,8.0,0.0175
35810,57.0,92936.0,11.0,2.0,0.009
35811,64.0,140890.0,17.0,9.0,0.0225
35812,48.0,30544.0,10.0,2.0,0.009
35813,80.0,342722.0,20.0,16.0,0.0275
35814,61.0,149227.0,26.0,21.0,0.04
35815,50.0,200325.0,14.0,2.0,0.009
35816,51.0,51055.0,13.0,10.0,0.0225
35817,64.0,143114.0,13.0,7.0,0.0175
35818,61.0,96432.0,14.0,12.0,0.0225
35819,53.0,258867.0,20.0,13.0,0.0225
35820,44.0,98808.0,11.0,3.0,0.009
35821,75.0,97531.0,15.0,11.0,0.0225
35822,61.0,258375.0,21.0,19.0,0.0325
35823,48.0,53111.0,14.0,10.0,0.0225
35824,43.0,302699.0,15.0,1.0,0.009
35825,58.0,26468.0,15.0,7.0,0.0175
35826,49.0,181486.0,18.0,2.0,0.009
35827,58.0,88478.0,13.0,11.0,0.0225
35828,60.0,381799.0,14.0,11.0,0.0225
35829,54.0,172777.0,14.0,8.0,0.0175
35830,61.0,179742.0,17.0,13.0,0.0225
35831,54.0,245014.0,21.0,13.0,0.0225
35832,61.0,123566.0,18.0,7.0,0.0175
35833,56.0,109855.0,14.0,9.0,0.0225
35834,51.0,43491.0,13.0,5.0,0.0125
35835,61.0,152648.0,18.0,7.0,0.0175
35836,61.0,117523.0,13.0,1.0,0.009
35837,50.0,211968.0,13.0,8.0,0.0175
35838,55.0,44129.0,15.0,1.0,0.009
35839,51.0,116749.0,17.0,13.0,0.0225
35840,38.0,111126.0,18.0,2.0,0.009
35841,51.0,169071.0,14.0,1.0,0.009
35842,52.0,414203.0,16.0,4.0,0.0125
35843,56.0,79830.0,15.0,4.0,0.0125
35844,53.0,298551.0,10.0,3.0,0.009
35845,56.0,325343.0,13.0,8.0,0.0175
35846,49.0,45715.0,15.0,1.0,0.009
35847,51.0,161702.0,18.0,9.0,0.0225
35848,45.0,148198.0,15.0,6.0,0.0175
35849,54.0,103161.0,16.0,8.0,0.0175
35850,46.0,438084.0,25.0,1.0,0.009
35851,53.0,68653.0,14.0,6.0,0.0175
35852,56.0,83923.0,13.0,10.0,0.0225
35853,35.0,184574.0,11.0,0.0,0.009
35854,58.0,46619.0,15.0,0.0,0.009
35855,47.0,130400.0,10.0,5.0,0.0125
35856,42.0,97359.0,14.0,5.0,0.0125
35857,65.0,253864.0,12.0,9.0,0.0225
35858,59.0,36689.0,14.0,2.0,0.009
35859,55.0,158622.0,13.0,2.0,0.009
35860,63.0,283624.0,13.0,3.0,0.009
35861,73.0,124833.0,18.0,9.0,0.0225
35862,54.0,250093.0,15.0,10.0,0.0225
35863,68.0,101286.0,17.0,4.0,0.0125
35864,60.0,31057.0,12.0,9.0,0.0225
35865,42.0,85681.0,17.0,1.0,0.009
35866,63.0,58817.0,11.0,10.0,0.0225
35867,48.0,609011.0,18.0,5.0,0.0125
35868,70.0,468575.0,17.0,9.0,0.0225
35869,65.0,42987.0,17.0,13.0,0.0225
35870,50.0,121980.0,14.0,11.0,0.0225
35871,63.0,83904.0,11.0,6.0,0.0175
35872,56.0,204451.0,12.0,9.0,0.0225
35873,57.0,114370.0,12.0,10.0,0.0225
35874,47.0,202724.0,10.0,2.0,0.009
35875,39.0,169094.0,13.0,2.0,0.009
35876,51.0,76995.0,16.0,8.0,0.0175
35877,54.0,273056.0,16.0,6.0,0.0175
35878,50.0,279043.0,15.0,7.0,0.0175
35879,48.0,175891.0,26.0,6.0,0.0175
35880,60.0,82534.0,24.0,17.0,0.0325
35881,49.0,79573.0,12.0,0.0,0.009
35882,59.0,76390.0,17.0,12.0,0.0225
35883,56.0,79060.0,12.0,6.0,0.0175
35884,65.0,81554.0,15.0,2.0,0.009
35885,41.0,210634.0,12.0,2.0,0.009
35886,56.0,225475.0,16.0,7.0,0.0175
35887,49.0,35585.0,16.0,1.0,0.009
35888,59.0,54947.0,13.0,8.0,0.0175
35889,69.0,195480.0,19.0,8.0,0.0175
35890,53.0,44487.0,11.0,1.0,0.009
35891,60.0,228642.0,23.0,13.0,0.0225
35892,53.0,38876.0,12.0,4.0,0.0125
35893,62.0,295792.0,14.0,8.0,0.0175
35894,54.0,16120.0,12.0,4.0,0.0125
35895,57.0,41239.0,14.0,5.0,0.0125
35896,37.0,347316.0,10.0,1.0,0.009
35897,53.0,173184.0,13.0,6.0,0.0175
35898,49.0,189586.0,15.0,1.0,0.009
35899,61.0,490345.0,11.0,7.0,0.0175
35900,53.0,66959.0,14.0,5.0,0.0125
35901,50.0,259833.0,12.0,11.0,0.0225
35902,56.0,79585.0,17.0,16.0,0.0275
35903,48.0,73544.0,13.0,7.0,0.0175
35904,56.0,35586.0,13.0,5.0,0.0125
35905,48.0,166320.0,11.0,3.0,0.009
35906,53.0,149757.0,13.0,10.0,0.0225
35907,57.0,90582.0,20.0,5.0,0.0125
35908,63.0,36569.0,13.0,4.0,0.0125
35909,53.0,108345.0,11.0,0.0,0.009
35910,52.0,40949.0,9.0,2.0,0.009
35911,51.0,44554.0,15.0,5.0,0.0125
35912,74.0,101393.0,14.0,11.0,0.0225
35913,41.0,156755.0,10.0,6.0,0.0175
35914,51.0,155697.0,18.0,4.0,0.0125
35915,55.0,106834.0,15.0,12.0,0.0225
35916,56.0,247085.0,13.0,6.0,0.0175
35917,55.0,89694.0,15.0,4.0,0.0125
35918,56.0,115735.0,15.0,12.0,0.0225
35919,47.0,140084.0,11.0,5.0,0.0125
35920,73.0,44213.0,19.0,17.0,0.0325
35921,58.0,114850.0,11.0,6.0,0.0175
35922,43.0,47626.0,14.0,1.0,0.009
35923,69.0,129978.0,11.0,7.0,0.0175
35924,52.0,74007.0,13.0,10.0,0.0225
35925,60.0,54300.0,14.0,6.0,0.0175
35926,48.0,326197.0,13.0,8.0,0.0175
35927,53.0,113009.0,14.0,6.0,0.0175
35928,57.0,129108.0,10.0,9.0,0.0225
35929,64.0,42607.0,13.0,8.0,0.0175
35930,51.0,56360.0,13.0,1.0,0.009
35931,60.0,149808.0,12.0,7.0,0.0175
35932,51.0,165925.0,15.0,2.0,0.009
35933,60.0,86218.0,14.0,6.0,0.0175
35934,63.0,139608.0,15.0,7.0,0.0175
35935,55.0,99109.0,15.0,12.0,0.0225
35936,67.0,176000.0,12.0,9.0,0.0225
35937,53.0,24800.0,12.0,6.0,0.0175
35938,64.0,145919.0,13.0,10.0,0.0225
35939,57.0,22262.0,14.0,5.0,0.0125
35940,54.0,302636.0,17.0,4.0,0.0125
35941,58.0,138921.0,13.0,11.0,0.0225
35942,58.0,69233.0,15.0,12.0,0.0225
35943,59.0,102500.0,14.0,6.0,0.0175
35944,46.0,80431.0,13.0,0.0,0.009
35945,55.0,194958.0,14.0,8.0,0.0175
35946,62.0,59463.0,12.0,9.0,0.0225
35947,69.0,59581.0,22.0,3.0,0.009
35948,49.0,57520.0,15.0,7.0,0.0175
35949,49.0,97108.0,14.0,11.0,0.0225
35950,48.0,59719.0,12.0,2.0,0.009
35951,65.0,96195.0,10.0,0.0,0.009
35952,60.0,287421.0,13.0,7.0,0.0175
35953,43.0,67236.0,12.0,7.0,0.0175
35954,51.0,84885.0,18.0,10.0,0.0225
35955,64.0,234125.0,14.0,11.0,0.0225
35956,46.0,242009.0,20.0,3.0,0.009
35957,43.0,161005.0,15.0,2.0,0.009
35958,57.0,122643.0,10.0,0.0,0.009
35959,52.0,251735.0,10.0,1.0,0.009
35960,58.0,128545.0,14.0,7.0,0.0175
35961,53.0,107373.0,16.0,6.0,0.0175
35962,68.0,250576.0,14.0,13.0,0.0225
35963,50.0,241023.0,13.0,7.0,0.0175
35964,32.0,83731.0,18.0,0.0,0.009
35965,55.0,252464.0,10.0,9.0,0.0225
35966,65.0,248648.0,16.0,14.0,0.0275
35967,52.0,57151.0,18.0,2.0,0.009
35968,68.0,290778.0,19.0,1.0,0.009
35969,43.0,318885.0,15.0,2.0,0.009
35970,62.0,78638.0,11.0,5.0,0.0125
35971,56.0,214080.0,18.0,15.0,0.0275
35972,70.0,42294.0,24.0,15.0,0.0275
35973,69.0,205177.0,14.0,8.0,0.0175
35974,54.0,291618.0,14.0,7.0,0.0175
35975,58.0,42520.0,14.0,4.0,0.0125
35976,55.0,117592.0,13.0,6.0,0.0175
35977,43.0,165663.0,13.0,10.0,0.0225
35978,73.0,179717.0,15.0,11.0,0.0225
35979,62.0,144053.0,14.0,10.0,0.0225
35980,57.0,308912.0,16.0,10.0,0.0225
35981,72.0,178676.0,10.0,7.0,0.0175
35982,69.0,39418.0,13.0,10.0,0.0225
35983,53.0,20565.0,13.0,2.0,0.009
35984,59.0,89392.0,11.0,2.0,0.009
35985,51.0,178450.0,19.0,12.0,0.0225
35986,42.0,670177.0,18.0,3.0,0.009
35987,59.0,51679.0,13.0,10.0,0.0225
35988,59.0,425239.0,13.0,5.0,0.0125
35989,56.0,184967.0,12.0,6.0,0.0175
35990,79.0,191255.0,17.0,13.0,0.0225
35991,51.0,173187.0,15.0,4.0,0.0125
35992,46.0,121013.0,11.0,1.0,0.009
35993,48.0,408258.0,18.0,4.0,0.0125
35994,53.0,70647.0,17.0,15.0,0.0275
35995,53.0,125800.0,15.0,2.0,0.009
35996,64.0,112219.0,15.0,10.0,0.0225
35997,70.0,328271.0,11.0,10.0,0.0225
35998,36.0,82464.0,13.0,2.0,0.009
35999,63.0,59940.0,18.0,10.0,0.0225
36000,71.0,205502.0,13.0,12.0,0.0225
36001,75.0,71812.0,13.0,8.0,0.0175
36002,59.0,152706.0,12.0,4.0,0.0125
36003,72.0,179073.0,14.0,5.0,0.0125
36004,49.0,97817.0,13.0,5.0,0.0125
36005,50.0,95281.0,12.0,4.0,0.0125
36006,40.0,12794.0,11.0,1.0,0.009
36007,57.0,184137.0,11.0,7.0,0.0175
36008,65.0,222849.0,17.0,9.0,0.0225
36009,53.0,151449.0,13.0,8.0,0.0175
36010,60.0,19286.0,16.0,12.0,0.0225
36011,69.0,14101.0,13.0,6.0,0.0175
36012,49.0,51266.0,13.0,6.0,0.0175
36013,67.0,87742.0,11.0,4.0,0.0125
36014,51.0,233686.0,17.0,9.0,0.0225
36015,51.0,60643.0,10.0,6.0,0.0175
36016,58.0,66365.0,13.0,12.0,0.0225
36017,55.0,71472.0,11.0,8.0,0.0175
36018,49.0,146507.0,12.0,1.0,0.009
36019,48.0,383208.0,13.0,2.0,0.009
36020,58.0,114425.0,19.0,0.0,0.009
36021,51.0,57921.0,11.0,2.0,0.009
36022,49.0,182131.0,16.0,10.0,0.0225
36023,55.0,390687.0,13.0,2.0,0.009
36024,48.0,105207.0,11.0,7.0,0.0175
36025,49.0,67934.0,13.0,3.0,0.009
36026,39.0,180588.0,18.0,2.0,0.009
36027,70.0,210825.0,13.0,9.0,0.0225
36028,64.0,242338.0,14.0,12.0,0.0225
36029,61.0,99644.0,15.0,10.0,0.0225
36030,57.0,99758.0,15.0,13.0,0.0225
36031,49.0,89721.0,13.0,6.0,0.0175
36032,54.0,253466.0,13.0,10.0,0.0225
36033,59.0,170943.0,19.0,10.0,0.0225
36034,65.0,251431.0,13.0,10.0,0.0225
36035,54.0,198770.0,18.0,0.0,0.009
36036,75.0,211351.0,19.0,16.0,0.0275
36037,51.0,229883.0,16.0,11.0,0.0225
36038,50.0,96694.0,11.0,4.0,0.0125
36039,53.0,266375.0,20.0,8.0,0.0175
36040,63.0,117936.0,15.0,7.0,0.0175
36041,53.0,15220.0,24.0,0.0,0.009
36042,59.0,188174.0,12.0,3.0,0.009
36043,47.0,184421.0,11.0,3.0,0.009
36044,72.0,209019.0,17.0,14.0,0.0275
36045,46.0,38835.0,11.0,7.0,0.0175
36046,67.0,153977.0,18.0,17.0,0.0325
36047,42.0,227976.0,20.0,3.0,0.009
36048,61.0,343581.0,16.0,11.0,0.0225
36049,59.0,532500.0,17.0,7.0,0.0175
36050,70.0,191287.0,18.0,10.0,0.0225
36051,66.0,45073.0,15.0,8.0,0.0175
36052,42.0,142098.0,8.0,3.0,0.009
36053,59.0,36145.0,12.0,2.0,0.009
36054,54.0,132847.0,14.0,4.0,0.0125
36055,47.0,153885.0,12.0,6.0,0.0175
36056,55.0,102155.0,10.0,3.0,0.009
36057,45.0,70104.0,14.0,2.0,0.009
36058,47.0,403596.0,9.0,7.0,0.0175
36059,61.0,16617.0,11.0,6.0,0.0175
36060,62.0,342450.0,18.0,17.0,0.0325
36061,52.0,323743.0,15.0,0.0,0.009
36062,51.0,155818.0,12.0,0.0,0.009
36063,53.0,100011.0,23.0,2.0,0.009
36064,77.0,360609.0,13.0,11.0,0.0225
36065,59.0,73176.0,11.0,7.0,0.0175
36066,45.0,181015.0,13.0,1.0,0.009
36067,46.0,55554.0,18.0,2.0,0.009
36068,66.0,83627.0,17.0,15.0,0.0275
36069,61.0,205699.0,14.0,7.0,0.0175
36070,48.0,128473.0,18.0,10.0,0.0225
36071,62.0,128548.0,14.0,12.0,0.0225
36072,55.0,29036.0,13.0,2.0,0.009
36073,45.0,417731.0,12.0,2.0,0.009
36074,47.0,122953.0,17.0,6.0,0.0175
36075,57.0,441612.0,12.0,3.0,0.009
36076,52.0,42518.0,16.0,10.0,0.0225
36077,62.0,213968.0,13.0,7.0,0.0175
36078,47.0,17932.0,17.0,11.0,0.0225
36079,61.0,218756.0,13.0,12.0,0.0225
36080,72.0,181897.0,11.0,10.0,0.0225
36081,49.0,227287.0,15.0,6.0,0.0175
36082,59.0,56731.0,17.0,10.0,0.0225
36083,56.0,70274.0,14.0,12.0,0.0225
36084,55.0,159314.0,13.0,6.0,0.0175
36085,39.0,33138.0,18.0,0.0,0.009
36086,45.0,95608.0,13.0,1.0,0.009
36087,54.0,190006.0,11.0,9.0,0.0225
36088,63.0,81678.0,13.0,5.0,0.0125
36089,65.0,21207.0,13.0,2.0,0.009
36090,49.0,190995.0,10.0,2.0,0.009
36091,82.0,101261.0,18.0,17.0,0.0325
36092,41.0,63752.0,15.0,0.0,0.009
36093,37.0,121706.0,13.0,0.0,0.009
36094,58.0,104210.0,16.0,12.0,0.0225
36095,71.0,149338.0,16.0,11.0,0.0225
36096,50.0,147443.0,17.0,3.0,0.009
36097,53.0,116125.0,17.0,4.0,0.0125
36098,52.0,54386.0,14.0,6.0,0.0175
36099,49.0,224778.0,14.0,6.0,0.0175
36100,56.0,243011.0,12.0,9.0,0.0225
36101,57.0,127417.0,14.0,12.0,0.0225
36102,71.0,103236.0,20.0,19.0,0.0325
